_id,name,address,pinCode,jobFunctional,phone,annualRevenue,cleanCode,reference_assignment,userId,__v
6593b5188ba5f930aa76c176,Dummy Assignment 70,Dummy Address 70,313263,Job 70,+14905698342,784364,Clean Code 70,,658fde23e28e9adb65f56ce1,0
6593b51e8ba5f930aa76c212,Dummy Assignment 148,Dummy Address 148,299430,Job 148,+13374636224,343214,Clean Code 148,,658fde23e28e9adb65f56ce1,0
6593b5228ba5f930aa76c268,Dummy Assignment 191,Dummy Address 191,862601,Job 191,+19357903008,752684,Clean Code 191,,658fde23e28e9adb65f56ce1,0
6593b5238ba5f930aa76c288,Dummy Assignment 207,Dummy Address 207,624902,Job 207,+19851473521,377591,Clean Code 207,,658fde23e28e9adb65f56ce1,0
6593b52d8ba5f930aa76c394,Dummy Assignment 341,Dummy Address 341,618282,Job 341,+19953014852,791644,Clean Code 341,,658fde23e28e9adb65f56ce1,0
6593b51e8ba5f930aa76c206,Dummy Assignment 142,Dummy Address 142,624493,Job 142,+16092277748,121326,Clean Code 142,,658fde23e28e9adb65f56ce1,0
6593b5268ba5f930aa76c2d6,Dummy Assignment 246,Dummy Address 246,232697,Job 246,+14997174019,413900,Clean Code 246,,658fde23e28e9adb65f56ce1,0
6593b51e8ba5f930aa76c20e,Dummy Assignment 146,Dummy Address 146,462370,Job 146,+18179634357,404411,Clean Code 146,,658fde23e28e9adb65f56ce1,0
6593b5218ba5f930aa76c24e,Dummy Assignment 178,Dummy Address 178,154736,Job 178,+12883143191,358665,Clean Code 178,,658fde23e28e9adb65f56ce1,0
6593b5168ba5f930aa76c142,Dummy Assignment 44,Dummy Address 44,543632,Job 44,+11383725401,403430,Clean Code 44,,658fde23e28e9adb65f56ce1,0
6593b5338ba5f930aa76c426,Dummy Assignment 414,Dummy Address 414,145449,Job 414,+13963765775,891777,Clean Code 414,,658fde23e28e9adb65f56ce1,0
6593b5238ba5f930aa76c290,Dummy Assignment 211,Dummy Address 211,876124,Job 211,+16461213013,795320,Clean Code 211,,658fde23e28e9adb65f56ce1,0
6593b5398ba5f930aa76c4c8,Dummy Assignment 495,Dummy Address 495,609991,Job 495,+18459167347,491927,Clean Code 495,,658fde23e28e9adb65f56ce1,0
6593b5198ba5f930aa76c190,Dummy Assignment 83,Dummy Address 83,248152,Job 83,+11612529888,242314,Clean Code 83,,658fde23e28e9adb65f56ce1,0
6593b5138ba5f930aa76c0fa,Dummy Assignment 8,Dummy Address 8,832309,Job 8,+12162776424,596895,Clean Code 8,,658fde23e28e9adb65f56ce1,0
6593b51f8ba5f930aa76c226,Dummy Assignment 158,Dummy Address 158,239697,Job 158,+18352408599,106244,Clean Code 158,,658fde23e28e9adb65f56ce1,0
6593b5348ba5f930aa76c442,Dummy Assignment 428,Dummy Address 428,628507,Job 428,+12054417785,754905,Clean Code 428,,658fde23e28e9adb65f56ce1,0
6593b51a8ba5f930aa76c1a0,Dummy Assignment 91,Dummy Address 91,442455,Job 91,+19604078918,515015,Clean Code 91,,658fde23e28e9adb65f56ce1,0
6593b5378ba5f930aa76c4a2,Dummy Assignment 476,Dummy Address 476,467683,Job 476,+13585748894,871646,Clean Code 476,,658fde23e28e9adb65f56ce1,0
6593b5208ba5f930aa76c242,Dummy Assignment 172,Dummy Address 172,705540,Job 172,+19997069049,157261,Clean Code 172,,658fde23e28e9adb65f56ce1,0
6593b52c8ba5f930aa76c370,Dummy Assignment 323,Dummy Address 323,410018,Job 323,+12873601795,272679,Clean Code 323,,658fde23e28e9adb65f56ce1,0
6593b5378ba5f930aa76c49c,Dummy Assignment 473,Dummy Address 473,771399,Job 473,+12412851530,726806,Clean Code 473,,658fde23e28e9adb65f56ce1,0
6593b52b8ba5f930aa76c36a,Dummy Assignment 320,Dummy Address 320,578076,Job 320,+13783911596,746215,Clean Code 320,,658fde23e28e9adb65f56ce1,0
6593b5128ba5f930aa76c0f4,Dummy Assignment 5,Dummy Address 5,152911,Job 5,+16882327253,47927,Clean Code 5,,658fde23e28e9adb65f56ce1,0
6593b5328ba5f930aa76c41e,Dummy Assignment 410,Dummy Address 410,879069,Job 410,+13320079338,827689,Clean Code 410,,658fde23e28e9adb65f56ce1,0
6593b51e8ba5f930aa76c204,Dummy Assignment 141,Dummy Address 141,955723,Job 141,+16145591116,854525,Clean Code 141,,658fde23e28e9adb65f56ce1,0
6593b5258ba5f930aa76c2b4,Dummy Assignment 229,Dummy Address 229,896843,Job 229,+19709003871,759298,Clean Code 229,,658fde23e28e9adb65f56ce1,0
6593b52a8ba5f930aa76c33e,Dummy Assignment 298,Dummy Address 298,354147,Job 298,+16405169322,715352,Clean Code 298,,658fde23e28e9adb65f56ce1,0
6593b52c8ba5f930aa76c374,Dummy Assignment 325,Dummy Address 325,226135,Job 325,+19137074592,629804,Clean Code 325,,658fde23e28e9adb65f56ce1,0
6593b5298ba5f930aa76c32c,Dummy Assignment 289,Dummy Address 289,199824,Job 289,+14952556526,324260,Clean Code 289,,658fde23e28e9adb65f56ce1,0
6593b5278ba5f930aa76c2f2,Dummy Assignment 260,Dummy Address 260,410989,Job 260,+18213944874,980316,Clean Code 260,,658fde23e28e9adb65f56ce1,0
6593b5338ba5f930aa76c424,Dummy Assignment 413,Dummy Address 413,959503,Job 413,+18534778806,708535,Clean Code 413,,658fde23e28e9adb65f56ce1,0
6593b53a8ba5f930aa76c4ec,Dummy Assignment 513,Dummy Address 513,401765,Job 513,+11675442568,236005,Clean Code 513,,658fde23e28e9adb65f56ce1,0
6593b5298ba5f930aa76c31a,Dummy Assignment 280,Dummy Address 280,937559,Job 280,+14621507884,520182,Clean Code 280,,658fde23e28e9adb65f56ce1,0
6593b5318ba5f930aa76c3f6,Dummy Assignment 390,Dummy Address 390,582548,Job 390,+14234040489,93680,Clean Code 390,,658fde23e28e9adb65f56ce1,0
6593b5278ba5f930aa76c2ec,Dummy Assignment 257,Dummy Address 257,732079,Job 257,+15526429479,484827,Clean Code 257,,658fde23e28e9adb65f56ce1,0
6593b5318ba5f930aa76c3fa,Dummy Assignment 392,Dummy Address 392,679245,Job 392,+16586104404,180555,Clean Code 392,,658fde23e28e9adb65f56ce1,0
6593b5388ba5f930aa76c4aa,Dummy Assignment 480,Dummy Address 480,542025,Job 480,+13177160444,805798,Clean Code 480,,658fde23e28e9adb65f56ce1,0
6593b5398ba5f930aa76c4c6,Dummy Assignment 494,Dummy Address 494,230707,Job 494,+15695170885,649915,Clean Code 494,,658fde23e28e9adb65f56ce1,0
6593b5298ba5f930aa76c31c,Dummy Assignment 281,Dummy Address 281,864122,Job 281,+19967363574,863084,Clean Code 281,,658fde23e28e9adb65f56ce1,0
6593b5358ba5f930aa76c45c,Dummy Assignment 441,Dummy Address 441,803079,Job 441,+12986008633,729927,Clean Code 441,,658fde23e28e9adb65f56ce1,0
6593b5268ba5f930aa76c2ce,Dummy Assignment 242,Dummy Address 242,900541,Job 242,+18370012382,373064,Clean Code 242,,658fde23e28e9adb65f56ce1,0
6593b5308ba5f930aa76c3da,Dummy Assignment 376,Dummy Address 376,370568,Job 376,+19692018409,626473,Clean Code 376,,658fde23e28e9adb65f56ce1,0
6593b5128ba5f930aa76c0ee,Dummy Assignment 2,Dummy Address 2,640572,Job 2,+14211140426,146078,Clean Code 2,,658fde23e28e9adb65f56ce1,0
6593b5308ba5f930aa76c3e6,Dummy Assignment 382,Dummy Address 382,561965,Job 382,+16058514022,483860,Clean Code 382,,658fde23e28e9adb65f56ce1,0
6593b51e8ba5f930aa76c216,Dummy Assignment 150,Dummy Address 150,468965,Job 150,+19440479310,277237,Clean Code 150,,658fde23e28e9adb65f56ce1,0
6593b51d8ba5f930aa76c1fe,Dummy Assignment 138,Dummy Address 138,142986,Job 138,+12518204483,286807,Clean Code 138,,658fde23e28e9adb65f56ce1,0
6593b5338ba5f930aa76c432,Dummy Assignment 420,Dummy Address 420,539334,Job 420,+15254109615,812861,Clean Code 420,,658fde23e28e9adb65f56ce1,0
6593b5188ba5f930aa76c17c,Dummy Assignment 73,Dummy Address 73,810899,Job 73,+19698830542,70486,Clean Code 73,,658fde23e28e9adb65f56ce1,0
6593b5258ba5f930aa76c2c2,Dummy Assignment 236,Dummy Address 236,926217,Job 236,+19372410895,233365,Clean Code 236,,658fde23e28e9adb65f56ce1,0
6593b5358ba5f930aa76c468,Dummy Assignment 447,Dummy Address 447,160988,Job 447,+17836622123,496873,Clean Code 447,,658fde23e28e9adb65f56ce1,0
6593b51a8ba5f930aa76c19a,Dummy Assignment 88,Dummy Address 88,542933,Job 88,+15360952557,464505,Clean Code 88,,658fde23e28e9adb65f56ce1,0
6593b5158ba5f930aa76c12a,Dummy Assignment 32,Dummy Address 32,795267,Job 32,+19489587934,870416,Clean Code 32,,658fde23e28e9adb65f56ce1,0
6593b51a8ba5f930aa76c1a4,Dummy Assignment 93,Dummy Address 93,718000,Job 93,+17843093117,622917,Clean Code 93,,658fde23e28e9adb65f56ce1,0
6593b51a8ba5f930aa76c1a8,Dummy Assignment 95,Dummy Address 95,873736,Job 95,+16551358539,902107,Clean Code 95,,658fde23e28e9adb65f56ce1,0
6593b5178ba5f930aa76c16c,Dummy Assignment 65,Dummy Address 65,405863,Job 65,+15864682531,496478,Clean Code 65,,658fde23e28e9adb65f56ce1,0
6593b5308ba5f930aa76c3ec,Dummy Assignment 385,Dummy Address 385,228338,Job 385,+13993286534,670425,Clean Code 385,,658fde23e28e9adb65f56ce1,0
6593b52e8ba5f930aa76c3a4,Dummy Assignment 349,Dummy Address 349,594964,Job 349,+19787244149,467869,Clean Code 349,,658fde23e28e9adb65f56ce1,0
6593b5288ba5f930aa76c312,Dummy Assignment 276,Dummy Address 276,607796,Job 276,+16780691113,432832,Clean Code 276,,658fde23e28e9adb65f56ce1,0
6593b5168ba5f930aa76c148,Dummy Assignment 47,Dummy Address 47,325704,Job 47,+13665032904,200370,Clean Code 47,,658fde23e28e9adb65f56ce1,0
6593b5178ba5f930aa76c15c,Dummy Assignment 57,Dummy Address 57,166361,Job 57,+13729166936,281531,Clean Code 57,,658fde23e28e9adb65f56ce1,0
6593b5308ba5f930aa76c3de,Dummy Assignment 378,Dummy Address 378,385532,Job 378,+16007411168,526653,Clean Code 378,,658fde23e28e9adb65f56ce1,0
6593b51a8ba5f930aa76c1ac,Dummy Assignment 97,Dummy Address 97,780137,Job 97,+14241887767,715350,Clean Code 97,,658fde23e28e9adb65f56ce1,0
6593b5238ba5f930aa76c28a,Dummy Assignment 208,Dummy Address 208,127450,Job 208,+15619173612,10503,Clean Code 208,,658fde23e28e9adb65f56ce1,0
6593b5258ba5f930aa76c2ba,Dummy Assignment 232,Dummy Address 232,752398,Job 232,+18716480642,498540,Clean Code 232,,658fde23e28e9adb65f56ce1,0
6593b5278ba5f930aa76c2ee,Dummy Assignment 258,Dummy Address 258,477583,Job 258,+16696745552,424308,Clean Code 258,,658fde23e28e9adb65f56ce1,0
6593b53a8ba5f930aa76c4e8,Dummy Assignment 511,Dummy Address 511,238022,Job 511,+19805348450,396282,Clean Code 511,,658fde23e28e9adb65f56ce1,0
6593b5218ba5f930aa76c254,Dummy Assignment 181,Dummy Address 181,634903,Job 181,+15785720912,803514,Clean Code 181,,658fde23e28e9adb65f56ce1,0
6593b52c8ba5f930aa76c36c,Dummy Assignment 321,Dummy Address 321,370090,Job 321,+15921704920,874757,Clean Code 321,,658fde23e28e9adb65f56ce1,0
6593b5288ba5f930aa76c308,Dummy Assignment 271,Dummy Address 271,648700,Job 271,+18414432060,653561,Clean Code 271,,658fde23e28e9adb65f56ce1,0
6593b5198ba5f930aa76c18a,Dummy Assignment 80,Dummy Address 80,596823,Job 80,+13967313033,741401,Clean Code 80,,658fde23e28e9adb65f56ce1,0
6593b5168ba5f930aa76c150,Dummy Assignment 51,Dummy Address 51,588437,Job 51,+19801831744,908000,Clean Code 51,,658fde23e28e9adb65f56ce1,0
6593b5288ba5f930aa76c30c,Dummy Assignment 273,Dummy Address 273,221144,Job 273,+17823896240,355168,Clean Code 273,,658fde23e28e9adb65f56ce1,0
6593b5168ba5f930aa76c156,Dummy Assignment 54,Dummy Address 54,434619,Job 54,+15292107696,117524,Clean Code 54,,658fde23e28e9adb65f56ce1,0
6593b5258ba5f930aa76c2bc,Dummy Assignment 233,Dummy Address 233,884495,Job 233,+12823605556,557165,Clean Code 233,,658fde23e28e9adb65f56ce1,0
6593b5278ba5f930aa76c2e8,Dummy Assignment 255,Dummy Address 255,882862,Job 255,+12714477519,131320,Clean Code 255,,658fde23e28e9adb65f56ce1,0
6593b5148ba5f930aa76c120,Dummy Assignment 27,Dummy Address 27,158359,Job 27,+18810326555,133850,Clean Code 27,,658fde23e28e9adb65f56ce1,0
6593b5278ba5f930aa76c2f0,Dummy Assignment 259,Dummy Address 259,378820,Job 259,+11846936717,390524,Clean Code 259,,658fde23e28e9adb65f56ce1,0
6593b5288ba5f930aa76c304,Dummy Assignment 269,Dummy Address 269,373359,Job 269,+17709293881,488535,Clean Code 269,,658fde23e28e9adb65f56ce1,0
6593b5188ba5f930aa76c17a,Dummy Assignment 72,Dummy Address 72,838555,Job 72,+16104931443,525886,Clean Code 72,,658fde23e28e9adb65f56ce1,0
6593b5298ba5f930aa76c330,Dummy Assignment 291,Dummy Address 291,843906,Job 291,+11088671741,716999,Clean Code 291,,658fde23e28e9adb65f56ce1,0
6593b52b8ba5f930aa76c360,Dummy Assignment 315,Dummy Address 315,492080,Job 315,+16984628682,648101,Clean Code 315,,658fde23e28e9adb65f56ce1,0
6593b5378ba5f930aa76c48e,Dummy Assignment 466,Dummy Address 466,591849,Job 466,+17073949150,658939,Clean Code 466,,658fde23e28e9adb65f56ce1,0
6593b5178ba5f930aa76c166,Dummy Assignment 62,Dummy Address 62,901742,Job 62,+18931181111,91920,Clean Code 62,,658fde23e28e9adb65f56ce1,0
6593b52d8ba5f930aa76c39a,Dummy Assignment 344,Dummy Address 344,832523,Job 344,+18923870281,453919,Clean Code 344,,658fde23e28e9adb65f56ce1,0
6593b52f8ba5f930aa76c3c8,Dummy Assignment 367,Dummy Address 367,139121,Job 367,+11957125344,741405,Clean Code 367,,658fde23e28e9adb65f56ce1,0
6593b5228ba5f930aa76c270,Dummy Assignment 195,Dummy Address 195,190827,Job 195,+18671598635,121947,Clean Code 195,,658fde23e28e9adb65f56ce1,0
6593b52f8ba5f930aa76c3cc,Dummy Assignment 369,Dummy Address 369,665960,Job 369,+11152187633,30142,Clean Code 369,,658fde23e28e9adb65f56ce1,0
6593b52e8ba5f930aa76c3bc,Dummy Assignment 361,Dummy Address 361,421267,Job 361,+14073992325,75210,Clean Code 361,,658fde23e28e9adb65f56ce1,0
6593b5238ba5f930aa76c27e,Dummy Assignment 202,Dummy Address 202,142726,Job 202,+17707332192,169686,Clean Code 202,,658fde23e28e9adb65f56ce1,0
6593b5268ba5f930aa76c2ca,Dummy Assignment 240,Dummy Address 240,286755,Job 240,+18469972156,552241,Clean Code 240,,658fde23e28e9adb65f56ce1,0
6593b5208ba5f930aa76c23a,Dummy Assignment 168,Dummy Address 168,339710,Job 168,+12533276120,591941,Clean Code 168,,658fde23e28e9adb65f56ce1,0
6593b51b8ba5f930aa76c1b4,Dummy Assignment 101,Dummy Address 101,733250,Job 101,+19487307714,777408,Clean Code 101,,658fde23e28e9adb65f56ce1,0
6593b5178ba5f930aa76c15a,Dummy Assignment 56,Dummy Address 56,127757,Job 56,+19226224342,674578,Clean Code 56,,658fde23e28e9adb65f56ce1,0
6593b51b8ba5f930aa76c1b2,Dummy Assignment 100,Dummy Address 100,724844,Job 100,+12595934366,392672,Clean Code 100,,658fde23e28e9adb65f56ce1,0
6593b5308ba5f930aa76c3e2,Dummy Assignment 380,Dummy Address 380,786651,Job 380,+17415988026,234052,Clean Code 380,,658fde23e28e9adb65f56ce1,0
6593b5338ba5f930aa76c42a,Dummy Assignment 416,Dummy Address 416,698152,Job 416,+15199858274,692485,Clean Code 416,,658fde23e28e9adb65f56ce1,0
6593b51d8ba5f930aa76c1f0,Dummy Assignment 131,Dummy Address 131,316118,Job 131,+18930409905,156648,Clean Code 131,,658fde23e28e9adb65f56ce1,0
6593b53a8ba5f930aa76c4ee,Dummy Assignment 514,Dummy Address 514,977213,Job 514,+15712186629,859035,Clean Code 514,,658fde23e28e9adb65f56ce1,0
6593b5348ba5f930aa76c450,Dummy Assignment 435,Dummy Address 435,744730,Job 435,+11637913031,826396,Clean Code 435,,658fde23e28e9adb65f56ce1,0
6593b5138ba5f930aa76c10e,Dummy Assignment 18,Dummy Address 18,668836,Job 18,+12294923885,414729,Clean Code 18,,658fde23e28e9adb65f56ce1,0
6593b52c8ba5f930aa76c386,Dummy Assignment 334,Dummy Address 334,360095,Job 334,+15620437683,612089,Clean Code 334,,658fde23e28e9adb65f56ce1,0
6593b5378ba5f930aa76c494,Dummy Assignment 469,Dummy Address 469,960281,Job 469,+12753370584,242824,Clean Code 469,,658fde23e28e9adb65f56ce1,0
6593b5188ba5f930aa76c17e,Dummy Assignment 74,Dummy Address 74,615884,Job 74,+18663938334,990437,Clean Code 74,,658fde23e28e9adb65f56ce1,0
6593b5168ba5f930aa76c146,Dummy Assignment 46,Dummy Address 46,700372,Job 46,+17545358415,750448,Clean Code 46,,658fde23e28e9adb65f56ce1,0
6593b5398ba5f930aa76c4c4,Dummy Assignment 493,Dummy Address 493,737868,Job 493,+16051796224,829696,Clean Code 493,,658fde23e28e9adb65f56ce1,0
6593b52d8ba5f930aa76c396,Dummy Assignment 342,Dummy Address 342,408360,Job 342,+13225517380,113419,Clean Code 342,,658fde23e28e9adb65f56ce1,0
6593b52e8ba5f930aa76c3b0,Dummy Assignment 355,Dummy Address 355,676201,Job 355,+11513450435,241244,Clean Code 355,,658fde23e28e9adb65f56ce1,0
6593b5288ba5f930aa76c300,Dummy Assignment 267,Dummy Address 267,271002,Job 267,+15876171105,250106,Clean Code 267,,658fde23e28e9adb65f56ce1,0
6593b5158ba5f930aa76c13e,Dummy Assignment 42,Dummy Address 42,509293,Job 42,+17812091882,131512,Clean Code 42,,658fde23e28e9adb65f56ce1,0
6593b5258ba5f930aa76c2b0,Dummy Assignment 227,Dummy Address 227,831874,Job 227,+11251293703,54453,Clean Code 227,,658fde23e28e9adb65f56ce1,0
6593b5208ba5f930aa76c23e,Dummy Assignment 170,Dummy Address 170,468257,Job 170,+16027916965,198035,Clean Code 170,,658fde23e28e9adb65f56ce1,0
6593b51c8ba5f930aa76c1d6,Dummy Assignment 118,Dummy Address 118,956500,Job 118,+14420090560,126791,Clean Code 118,,658fde23e28e9adb65f56ce1,0
6593b5208ba5f930aa76c246,Dummy Assignment 174,Dummy Address 174,591274,Job 174,+18818958376,661753,Clean Code 174,,658fde23e28e9adb65f56ce1,0
6593b5168ba5f930aa76c144,Dummy Assignment 45,Dummy Address 45,634349,Job 45,+15743109476,161204,Clean Code 45,,658fde23e28e9adb65f56ce1,0
6593b51b8ba5f930aa76c1c6,Dummy Assignment 110,Dummy Address 110,137152,Job 110,+18467894821,531490,Clean Code 110,,658fde23e28e9adb65f56ce1,0
6593b5368ba5f930aa76c486,Dummy Assignment 462,Dummy Address 462,610544,Job 462,+13493881200,349591,Clean Code 462,,658fde23e28e9adb65f56ce1,0
6593b5268ba5f930aa76c2d8,Dummy Assignment 247,Dummy Address 247,646323,Job 247,+17038437142,458470,Clean Code 247,,658fde23e28e9adb65f56ce1,0
6593b5258ba5f930aa76c2b2,Dummy Assignment 228,Dummy Address 228,156509,Job 228,+17950498203,900676,Clean Code 228,,658fde23e28e9adb65f56ce1,0
